day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions,mph,knots
1,2012,7,2,02/07/2012,80.3,54.1,1011.6,10,3.8,15,999.9,88,66.9,0,999.9,0,564,24,20.9
2,2012,7,3,03/07/2012,79.8,56.7,1012.8,10,2.9,12,999.9,88,63,0,999.9,0,664,22,19.1
3,2012,7,4,04/07/2012,81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,432,21,18.2
4,2012,7,5,05/07/2012,86.7,64.3,1007.4,9.4,3.8,15,999.9,93.9,70,99.99,999.9,0,591,21,18.2
5,2012,7,6,06/07/2012,81.9,62.3,1011.7,10,3.1,9.9,999.9,91,66.9,0,999.9,0,638,0,0
1,2012,7,9,09/07/2012,78.5,56.8,1012.7,10,3.5,9.9,999.9,84,68,0.09,999.9,0,533,20,17.4
2,2012,7,10,10/07/2012,76.5,56.3,1016,10,3.4,9.9,999.9,86,61,0,999.9,0,524,18,15.6
3,2012,7,11,11/07/2012,77.1,62,1019.9,10,1.9,7,999.9,84,64.9,0,999.9,0,565,18,15.6
4,2012,7,12,12/07/2012,77.4,60.2,1021.7,10,2.3,7,999.9,88,57,0,999.9,0,577,18,15.6
5,2012,7,13,13/07/2012,78.9,60.7,1021.8,9.9,3,7,999.9,87.1,63,0,999.9,0,603,0,0
7,2012,7,15,15/07/2012,79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,494,22,19.1
6,2012,7,21,21/07/2012,68.1,58.5,1018.3,9.8,4.1,12,999.9,77,57.9,0.43,999.9,0,528,26,22.6
7,2012,7,22,22/07/2012,72.5,59.4,1020.3,10,2,8,999.9,82,54,0,999.9,0,498,21,18.2
1,2012,7,23,23/07/2012,76,67.2,1016.9,8.9,3,13,999.9,86,64,0,999.9,0,505,25,21.7
3,2012,7,25,25/07/2012,76.5,53.5,1009.7,10,4.2,19,999.9,84.9,66.9,0,999.9,0,612,23,20
5,2012,7,27,27/07/2012,76.6,69.3,1007,9.1,4.4,14,999.9,87.1,70,0.6,999.9,0,638,20,17.4
1,2012,7,30,30/07/2012,73.1,65.1,1018.6,10,2.2,8.9,999.9,79,64.9,0.01,999.9,0,530,30,26.1
2,2012,7,31,31/07/2012,73.4,64.3,1016.7,10,3.8,14,999.9,80.1,60.1,0,999.9,0,540,0,0
3,2012,8,1,01/08/2012,72.2,68.4,1012.4,7.8,2.5,9.9,999.9,78.1,66.9,0.55,999.9,1,616,0,0
4,2012,8,2,02/08/2012,75,68.4,1011.3,6.2,2.7,11.1,999.9,87.1,66.2,0.11,999.9,1,570,24,20.9
2,2012,8,7,07/08/2012,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,547,16,13.9
3,2012,8,8,08/08/2012,77.8,67.1,1014.7,8.8,1.1,8,999.9,86,64,0,999.9,0,528,17,14.8
1,2012,8,13,13/08/2012,76.3,61.2,1014.6,9.2,4.3,13,999.9,86,69.1,0.05,999.9,0,504,20,17.4
2,2012,8,14,14/08/2012,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,520,18,15.6
3,2012,8,15,15/08/2012,73.6,68.9,1011.5,6.5,3.5,9.9,999.9,81,66.2,0.01,999.9,1,602,31,26.9
6,2012,8,18,18/08/2012,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,540,22,19.1
7,2012,8,19,19/08/2012,68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,467,0,0
1,2012,8,20,20/08/2012,71.4,56.7,1012.5,10,0.8,9.9,999.9,78.1,64,0,999.9,0,473,0,0
2,2012,8,21,21/08/2012,72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,482,21,18.2
3,2012,8,22,22/08/2012,73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,504,21,18.2
4,2012,8,23,23/08/2012,74.7,61.7,1020.4,8.9,2,8.9,999.9,84,62.6,0,999.9,0,574,16,13.9
5,2012,8,24,24/08/2012,77.3,60.9,1020.7,9.3,2,7,999.9,87.1,66,0,999.9,0,601,,0
7,2012,9,2,02/09/2012,75.4,65.9,1017.7,9.8,3.2,11.1,999.9,80.1,62.1,0,999.9,0,421,,0
1,2012,9,3,03/09/2012,73.8,65.1,1019.8,10,4.5,14,999.9,79,55.4,0,999.9,0,373,18,15.6
2,2012,9,4,04/09/2012,72.6,68.4,1016.8,8.8,4.7,15.9,999.9,79,60.8,0.02,999.9,0,606,22,19.1
4,2012,9,6,06/09/2012,73.2,65.3,1011.3,9.7,2.3,12,999.9,79,62.6,0.59,999.9,0,572,20,17.4
5,2012,9,7,07/09/2012,77,67.8,1012.2,8.7,2.7,8,999.9,86,64.4,0,999.9,0,680,16,13.9
3,2012,9,12,12/09/2012,68.5,49.7,1026.5,10,2.1,9.9,999.9,80.1,55,0,999.9,0,651,,0
4,2012,9,13,13/09/2012,70.4,54.8,1027.4,10,3.2,9.9,999.9,80.1,62.1,0,999.9,0,632,17,14.8
5,2012,9,14,14/09/2012,70.5,57.7,1023.4,9.7,2.3,9.9,999.9,80.1,55.4,0,999.9,0,609,20,17.4
1,2012,9,17,17/09/2012,66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,452,22,19.1
3,2012,9,26,26/09/2012,67.7,56.8,1018.7,10,4.3,14,999.9,75.9,62.6,0,999.9,0,404,21,18.2
2,2012,10,2,02/10/2012,63.7,54.2,1015.5,7.3,2.4,9.9,999.9,70,60.1,0,999.9,0,593,20,17.4
3,2012,10,3,03/10/2012,65.6,64.3,1016.6,1.5,3.5,9.9,999.9,73,62.6,0.45,999.9,1,502,,0
4,2012,10,4,04/10/2012,68.6,66.2,1019,2.9,2.2,13,999.9,73.4,62.6,0.01,999.9,1,554,,0
5,2012,10,5,05/10/2012,67.8,59.7,1016.7,8.4,3.3,9.9,999.9,78.1,60.8,0,999.9,0,693,,0
3,2012,10,17,17/10/2012,51.9,38,1014.3,10,1.3,11.1,999.9,60.1,44.1,0,999.9,0,615,,0
2,2012,10,23,23/10/2012,59,44.9,1018.7,9.7,2.2,14,999.9,64,53.1,0,999.9,0,522,,0
3,2012,10,24,24/10/2012,57.1,53.5,1019.9,6.4,4.1,9.9,999.9,59,51.8,0.07,999.9,0,494,,0
4,2012,10,25,25/10/2012,58,51.3,1023.9,10,3,8.9,999.9,61,43,0,999.9,0,511,,0
5,2012,10,26,26/10/2012,60.8,53.4,1022.6,10,1.5,7,999.9,64.9,39.2,0,999.9,0,598,,0
7,2012,11,11,11/11/2012,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,526,,0
5,2012,11,16,16/11/2012,41.9,29.5,1026.4,9.7,5.8,15,999.9,48.2,37.9,0,999.9,0,672,,0
4,2012,11,22,22/11/2012,47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,384,,0
5,2012,11,23,23/11/2012,48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,481,20,17.4
2,2012,11,27,27/11/2012,38.7,27.2,1024.2,7,4.4,9.9,999.9,44.6,33.8,0,999.9,0,583,23,20
7,2012,12,2,02/12/2012,44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,455,,0
1,2012,12,3,03/12/2012,53.5,45.3,1021.4,7,3.9,15,999.9,60.1,39.2,0.04,999.9,0,621,,0
2,2012,12,4,04/12/2012,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,621,,0
5,2012,12,7,07/12/2012,38.8,30.9,1022.7,7.9,1.9,12,999.9,48.2,26.6,0,999.9,0,714,,0
4,2012,12,13,13/12/2012,40.3,24.6,1029.8,10,1.7,11.1,999.9,46,32,0,999.9,0,545,,0
3,2013,1,9,09/01/2013,39.9,37.6,1026.2,6.8,5.3,11.1,999.9,46,28,0,999.9,1,487,30,26.1
5,2013,1,11,11/01/2013,38,31.4,1030.6,10,5.4,11.1,999.9,44.1,32,0,999.9,0,660,,0
7,2013,1,13,13/01/2013,45.4,44.9,1020.7,4.3,5.8,9.9,999.9,46.9,44.1,0.01,999.9,1,373,,0
2,2013,1,15,15/01/2013,42.3,38.3,1023.1,9.5,8,15,999.9,48.9,39,0.24,999.9,0,516,,0
2,2013,1,29,29/01/2013,35.4,34.9,1019,2.6,4.9,9.9,999.9,37.4,33.1,0.08,999.9,1,542,17,14.8
3,2013,2,13,13/02/2013,36.1,25.2,1010.6,10,7.7,15,999.9,41,26.1,0,999.9,0,570,,0
5,2013,2,15,15/02/2013,38.6,33.2,1017,9.8,6,11.1,999.9,46.9,28,0,999.9,0,604,,0
6,2013,2,23,23/02/2013,36.3,29.8,1022.9,9.7,7,15,999.9,41,30.9,0,999.9,0,521,26,22.6
4,2013,2,28,28/02/2013,41.4,38.9,1002.1,7.2,7.8,14,999.9,46.9,39,0.32,999.9,1,517,18,15.6
7,2013,3,3,03/03/2013,37.4,29.3,1002.6,10,7.1,11.1,999.9,39.9,36,0,999.9,0,502,29,25.2
1,2013,3,11,11/03/2013,39.9,34.7,1026.1,10,6.5,11.1,999.9,45,36,0,999.9,0,522,24,20.9
7,2013,3,31,31/03/2013,43,38.1,1019.2,10,7.1,13,999.9,48.9,33.1,0,999.9,0,426,30,26.1
7,2013,4,7,07/04/2013,39.7,28.6,1025.8,10,9.2,17.1,999.9,48,26.1,0,999.9,0,451,38,33
1,2013,4,8,08/04/2013,50,41.6,1018.1,9.1,9.4,13,999.9,62.1,42.1,0,999.9,0,582,,0
7,2013,4,14,14/04/2013,46.1,38.4,1015.5,9.6,7.7,13,999.9,55.9,39,0.09,999.9,0,472,30,26.1
1,2013,4,15,15/04/2013,46.1,34.2,1026,10,8.1,11.1,999.9,53.1,39,0,999.9,0,603,21,18.2
2,2013,4,16,16/04/2013,46,40.5,1028.7,10,9.3,15.9,999.9,53.1,37.9,0,999.9,0,564,32,27.8
5,2013,4,26,26/04/2013,49.5,37.8,1026.9,9.5,6.5,12,999.9,61,37.9,0.06,999.9,0,675,,0
6,2013,4,27,27/04/2013,46.6,34.7,1029.1,8.6,3.9,8,999.9,55.9,35.1,0,999.9,1,517,,0
7,2013,4,28,28/04/2013,48,38.5,1027.1,9.8,3.9,8,999.9,57,37,0,999.9,0,440,25,21.7
1,2013,4,29,29/04/2013,49.7,37.9,1025.5,9.9,4.3,8.9,999.9,59,39.9,0,999.9,0,598,17,14.8
2,2013,4,30,30/04/2013,51,30.2,1026.2,10,5.2,11.1,999.9,63,39.9,0,999.9,0,576,20,17.4
3,2013,5,1,01/05/2013,49.9,41.4,1030.2,7.4,7,9.9,999.9,60.8,39.9,0,999.9,1,576,22,19.1
1,2013,5,6,06/05/2013,49.2,43.4,1024.3,5.1,5.5,8.9,999.9,61,44.1,0,999.9,1,561,20,17.4
2,2013,5,7,07/05/2013,54.4,49.9,1021.9,4.4,4.5,8,999.9,66.9,46,0,999.9,1,592,21,18.2
4,2013,5,9,09/05/2013,57.2,53.6,1015.2,5,6.2,14,999.9,62.6,53.6,0.01,999.9,1,602,18,15.6
5,2013,5,10,10/05/2013,56.1,51,1014.8,5.7,8.3,13,999.9,66,51.1,0,999.9,1,698,23,20
6,2013,5,18,18/05/2013,54.6,45.2,1025.3,10,5.1,12,999.9,64,44.1,0,999.9,0,506,,0
7,2013,5,19,19/05/2013,56.3,49.4,1027.4,9.3,6.6,12,999.9,63,46.9,0,999.9,0,544,19,16.5
2,2013,5,21,21/05/2013,58,55.5,1014.3,0.3,7.8,14,999.9,61,55.4,0.24,999.9,1,697,22,19.1
2,2013,5,28,28/05/2013,56.6,49.6,1023.2,9.9,6.4,11.1,999.9,63,46.9,0,999.9,0,686,,0
5,2013,5,31,31/05/2013,62,56.8,1018.5,6.7,9,13,999.9,69.1,57,0.02,999.9,0,736,21,18.2
6,2013,6,1,01/06/2013,60.9,57,1016.7,7,10.9,15,999.9,66,57,0,999.9,0,631,18,15.6
2,2013,6,4,04/06/2013,61.8,51,1012.5,7.5,8.7,15,999.9,66,57.2,0.34,999.9,1,613,24,20.9
3,2013,6,5,05/06/2013,58.6,45.6,1020.5,9.8,5.7,8.9,999.9,68,48.9,0,999.9,0,599,20,17.4
4,2013,6,6,06/06/2013,58.6,51,1022,10,7.5,14,999.9,66,51.1,0,999.9,0,605,23,20
7,2013,6,9,09/06/2013,63.6,57.2,1019.3,6.9,8.1,13,999.9,72,53.1,0.01,999.9,1,533,20,17.4
1,2013,6,10,10/06/2013,62.2,56.1,1021.3,9.3,6,8.9,999.9,72,53.1,0,999.9,0,624,28,24.3
6,2013,6,15,15/06/2013,62.4,52.3,1011,10,7.4,13,999.9,72,52,0.14,999.9,0,596,20,17.4
4,2013,6,20,20/06/2013,60.6,53.1,1023.9,9.6,5.6,12,999.9,69.1,52,0.1,999.9,0,681,21,18.2
5,2013,6,21,21/06/2013,62,56.1,1025.9,10,8.3,11.1,999.9,68,57,0.05,999.9,0,690,21,18.2
6,2013,6,22,22/06/2013,63.4,58.5,1024.6,10,8.2,12,999.9,71.1,59,0,999.9,0,599,25,21.7
7,2013,6,23,23/06/2013,64.9,60.9,1021.8,9.8,9,14,999.9,70,61,0.01,999.9,0,505,26,22.6
2,2013,6,25,25/06/2013,69.7,63.8,1012.8,8.4,10.2,14,999.9,78.1,64,0,999.9,0,648,29,25.2
4,2013,6,27,27/06/2013,65.5,64,1010,3.1,5.4,13,999.9,69.1,62.1,0,999.9,1,598,30,26.1
7,2013,6,30,30/06/2013,65.4,64.2,1012.1,1.9,8.8,14,999.9,69.1,64,0.05,999.9,1,423,21,18.2
3,2013,7,3,03/07/2013,68.7,67.2,1024.1,2.5,9.5,15,999.9,72,64.4,0.03,999.9,1,635,21,18.2
2,2013,7,9,09/07/2013,72.7,69.3,1018,5.7,7,13,999.9,80.1,69.1,0,999.9,1,583,30,26.1
3,2013,7,10,10/07/2013,71.1,69.7,1015.5,1.9,7.1,12,999.9,77,69.1,0,999.9,1,614,25,21.7
6,2013,7,13,13/07/2013,67.9,66.3,1024.4,3.3,6.2,9.9,999.9,75.9,63,0.01,999.9,1,575,,0
7,2013,7,14,14/07/2013,72.9,70.5,1025.1,4.5,5.3,14,999.9,79,66,0.01,999.9,1,471,18,15.6
1,2013,7,15,15/07/2013,76.3,71.2,1021.6,9.3,5.7,9.9,999.9,82.9,69.1,0,999.9,0,581,18,15.6
2,2013,7,16,16/07/2013,77.4,68.4,1019.6,8.3,7.3,14,999.9,87.1,69.1,0,999.9,0,582,21,18.2
3,2013,7,17,17/07/2013,72.9,65.8,1020.8,9.9,5.6,8.9,999.9,84,66.9,0,999.9,0,609,18,15.6
4,2013,7,18,18/07/2013,75.6,69.6,1016.6,8.1,6.8,14,999.9,88,68,0,999.9,0,636,18,15.6
7,2013,7,21,21/07/2013,72.8,69.1,1012.6,6.6,5.3,12,999.9,77,66.9,0.04,999.9,0,447,25,21.7
1,2013,7,22,22/07/2013,68.3,65.9,1015.1,5.6,5.1,8,999.9,78.1,64,0.17,999.9,1,591,20,17.4
1,2013,7,29,29/07/2013,69.2,67.1,1017.1,6.5,5.3,9.9,999.9,73.9,64,0.02,999.9,0,597,24,20.9
2,2013,7,30,30/07/2013,71.2,64.3,1018,7.8,7.8,11.1,999.9,77,66.2,0.01,999.9,1,584,20,17.4
3,2013,7,31,31/07/2013,70.6,62.6,1019.3,10,6.7,8.9,999.9,78.1,64.9,0,999.9,0,553,16,13.9
4,2013,8,1,01/08/2013,68.9,64.7,1016.5,9.8,5.3,9.9,999.9,78.1,63,0.01,999.9,0,643,21,18.2
2,2013,8,6,06/08/2013,66.2,54.5,1019.1,10,5.3,8.9,999.9,73.9,55.9,0,999.9,0,543,23,20
3,2013,8,7,07/08/2013,64.5,55.9,1022,9.9,5.1,9.9,999.9,73.9,54,0,999.9,0,508,29,25.2
4,2013,8,8,08/08/2013,67.8,64,1020.1,10,6.7,9.9,999.9,75,54,0,999.9,0,549,18,15.6
7,2013,8,11,11/08/2013,69.5,56.7,1017,10,7.5,11.1,999.9,80.1,60.1,0,999.9,0,481,,0
1,2013,8,12,12/08/2013,68.2,63.2,1016.8,10,7.2,11.1,999.9,75,60.1,0,999.9,0,519,18,15.6
2,2013,8,13,13/08/2013,67.8,66.7,1011.1,4.6,3.4,17.1,999.9,73.9,64,0,999.9,1,552,,0
5,2013,8,16,16/08/2013,67.4,59.7,1021.2,10,8.2,12,999.9,73,62.1,0,999.9,0,678,18,15.6
6,2013,8,17,17/08/2013,67.3,59.8,1023.8,10,3.2,8,999.9,75.9,55.9,0,999.9,0,504,,0
7,2013,8,18,18/08/2013,64.8,58.4,1023.8,8.4,3.3,8,999.9,75.9,55.9,0.01,999.9,1,442,,0
1,2013,8,19,19/08/2013,65.5,60.8,1017.5,9.5,8.1,13,999.9,73.9,57,0.39,999.9,0,462,,0
2,2013,8,20,20/08/2013,71,64.7,1017.3,9.5,7,11.1,999.9,78.1,57,0.01,999.9,0,542,,0
3,2013,8,21,21/08/2013,70.3,66.7,1020.1,7.1,6.5,9.9,999.9,79,64,0,999.9,1,562,20,17.4
4,2013,8,22,22/08/2013,70.5,68.9,1016.9,3.9,9.8,14,999.9,79,64,0.01,999.9,1,578,20,17.4
7,2013,8,25,25/08/2013,64,54.6,1026.6,10,6.7,12,999.9,75,50,0,999.9,0,459,21,18.2
2,2013,8,27,27/08/2013,68,66.6,1011.8,4.5,8,14,999.9,70,64.4,0.39,999.9,1,506,25,21.7
3,2013,8,28,28/08/2013,66.4,64.6,1012,3.9,6.8,9.9,999.9,72,62.6,0.67,999.9,1,482,,0
6,2013,8,31,31/08/2013,69.4,67,1011.9,7,10.9,13,999.9,75,59,0,999.9,0,480,20,17.4
7,2013,9,1,01/09/2013,70.7,68.3,1012.4,7.5,10.1,13,999.9,75.9,66.9,0,999.9,0,480,18,15.6
1,2013,9,2,02/09/2013,70.8,68.7,1010.3,7,7.7,11.1,999.9,75.9,68,0,999.9,1,431,,0
2,2013,9,3,03/09/2013,70.1,69,1008.1,2,6.8,11.1,999.9,75.9,66,0.05,999.9,1,551,20,17.4
5,2013,9,6,06/09/2013,60.3,47.8,1021.1,10,5.3,12,999.9,75.9,52,0,999.9,0,524,23,20
3,2013,9,18,18/09/2013,56.1,42.7,1025.2,10,5.8,11.1,999.9,69.1,43,0,999.9,0,571,,0
5,2013,9,20,20/09/2013,62.6,58.5,1018.4,9.5,6.2,8.9,999.9,71.1,53.6,0.01,999.9,0,631,18,15.6
6,2013,9,21,21/09/2013,63.6,60.3,1015.6,9.9,7.8,13,999.9,72,54,0.01,999.9,1,546,37,32.1
3,2013,9,25,25/09/2013,55.3,45.3,1012.3,10,4.5,8.9,999.9,64,44.1,0,999.9,0,539,,0
6,2013,9,28,28/09/2013,59.2,50.1,1024.6,10,7.4,11.1,999.9,69.1,50,0,999.9,0,547,,0
7,2013,9,29,29/09/2013,54.9,50.1,1022.8,10,7.8,13,999.9,69.1,45,0.01,999.9,0,506,,0
2,2013,10,1,01/10/2013,62.1,51.8,1012.9,10,8,15,999.9,70,53.1,0,999.9,0,616,,0
4,2013,10,3,03/10/2013,65.8,56.3,1016.4,10,6.5,8.9,999.9,75.9,59,0,999.9,0,590,,0
5,2013,10,4,04/10/2013,62.8,57.5,1017.7,9.3,5.2,8.9,999.9,71.1,53.6,0.01,999.9,1,658,20,17.4
6,2013,10,5,05/10/2013,61.3,57.7,1018,9.6,4.2,8,999.9,72,54,0.13,999.9,0,497,,0
1,2013,10,14,14/10/2013,51.5,44,1027,10,4.6,8.9,999.9,62.1,41,0,999.9,0,440,,0
2,2013,10,15,15/10/2013,53.9,47.3,1023.8,10,6.3,12,999.9,63,41,0.01,999.9,0,615,,0
3,2013,10,16,16/10/2013,57.5,55.4,1017.7,6.2,9.3,14,999.9,63,44.1,0.01,999.9,0,548,,0
4,2013,10,17,17/10/2013,59.4,57.4,1011.5,7.9,6.1,11.1,999.9,63,55,0.01,999.9,0,574,,0
2,2013,10,22,22/10/2013,59.1,52.4,1012.5,10,6.1,8.9,999.9,66.9,39.9,0,999.9,0,540,23,20
3,2013,10,23,23/10/2013,52.5,44.6,1005.8,9.8,7.9,12,999.9,66.9,48,0,999.9,0,558,20,17.4
3,2013,10,30,30/10/2013,46.8,38.6,1025.8,10,5.2,11.1,999.9,57.9,34,0,999.9,0,558,,0
4,2013,10,31,31/10/2013,54.8,50.9,1021.4,9.1,6,12,999.9,62.1,34,0,999.9,0,615,20,17.4
2,2013,11,5,05/11/2013,43.5,30.4,1037.8,10,3.9,7,999.9,50,37.9,0,999.9,0,510,,0
3,2013,11,6,06/11/2013,46.5,41.4,1030.4,10,3.7,8.9,999.9,57,36,0,999.9,0,635,21,18.2
6,2013,11,16,16/11/2013,51.2,43.6,1025,9.6,6.5,9.9,999.9,57.9,46.9,0,999.9,0,612,,0
7,2013,11,17,17/11/2013,48.9,45.9,1024.9,6.8,7,13,999.9,55.9,37.4,0,999.9,1,532,,0
4,2013,11,21,21/11/2013,39,26.7,1035,10,4.9,9.9,999.9,48,30.9,0,999.9,0,628,,0
6,2013,11,30,30/11/2013,31.3,15.4,1038.9,10,6.5,12,999.9,37.9,25,0,999.9,0,479,,0
7,2013,12,1,01/12/2013,43.1,35,1026.2,9.8,10.9,14,999.9,50,25,0,999.9,0,420,,0
1,2013,12,2,02/12/2013,44,42.1,1014.2,7,7.1,11.1,999.9,50,39,0.07,999.9,1,549,,0
3,2013,12,4,04/12/2013,39.8,31.7,1017.2,9.8,6.4,11.1,999.9,45,30.9,0,999.9,0,520,21,18.2
5,2013,12,20,20/12/2013,42.5,37.5,1019,8.3,7.4,12,999.9,52,32,0,999.9,0,674,30,26.1
6,2013,12,21,21/12/2013,47.6,45.6,1016.3,5.5,9,14,999.9,52,32,0,999.9,0,594,21,18.2
5,2014,1,10,10/01/2014,28.8,22.6,1034.1,9.7,5.8,11.1,999.9,39.2,12.9,0,999.9,0,667,,0
1,2014,1,13,13/01/2014,38.6,31.2,1018.7,9.2,7.7,12,999.9,46.9,28.9,0.01,999.9,0,568,22,19.1
4,2014,1,16,16/01/2014,40.8,39.3,1010.6,4.6,5.9,11.1,999.9,46,32,0,999.9,0,521,,0
5,2014,1,17,17/01/2014,38.6,35.8,1014.8,6.7,3.7,8.9,999.9,44.1,32,0,999.9,1,589,18,15.6
3,2014,1,29,29/01/2014,20.3,10.4,1021.2,6.3,8.1,14,999.9,27,17.1,0.02,999.9,0,649,25,21.7
6,2014,2,1,01/02/2014,35.6,25.1,1024.8,10,4.8,8,999.9,41,30.9,0,999.9,0,507,,0
2,2014,2,4,04/02/2014,32.5,26.2,1027.2,10,7.8,14,999.9,41,27,0.61,999.9,0,613,,0
7,2014,2,9,09/02/2014,30.3,18.2,1018.7,10,4.9,9.9,999.9,37,21.9,0,999.9,0,450,20,17.4
7,2014,2,23,23/02/2014,42,36.9,1015.4,9.5,9.1,13,999.9,46.9,34,0,999.9,0,414,21,18.2
6,2014,3,1,01/03/2014,24.1,12.5,1029.1,10,5.2,11.1,999.9,35.1,12,0,999.9,0,497,16,13.9
2,2014,3,4,04/03/2014,24.8,12.2,1025.5,10,8.3,12,999.9,30,21,0,999.9,0,532,,0
1,2014,3,10,10/03/2014,33.5,24,1010.7,8.9,6.1,15,999.9,39.2,28,0,999.9,0,513,10,8.7
2,2014,3,25,25/03/2014,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,474,23,20
3,2014,4,2,02/04/2014,39.3,28.6,1019.1,10,5.6,11.1,999.9,48,32,0,999.9,0,519,,0
4,2014,4,10,10/04/2014,41.6,28.9,1019.5,9.9,8.8,15.9,999.9,57,28,0,999.9,0,645,31,26.9
6,2014,4,12,12/04/2014,50.1,40.8,1019.1,8.5,8.6,13,999.9,64,43,0,999.9,0,578,21,18.2
1,2014,4,21,21/04/2014,43.1,36.9,1022.3,10,6.2,11.1,999.9,53.1,34,0,999.9,0,521,20,17.4
2,2014,4,22,22/04/2014,49.5,43.2,1007.7,10,5.6,8.9,999.9,57.9,34,0,999.9,0,459,17,14.8
5,2014,5,2,02/05/2014,51.9,44.7,1006.4,6.4,10.2,15,999.9,61,46.4,0.21,999.9,1,698,26,22.6
6,2014,5,3,03/05/2014,50.9,41.1,1010.3,9.1,6.4,13,999.9,61,41,0.01,999.9,0,590,24,20.9
2,2014,5,6,06/05/2014,52.2,40.5,1011.1,9.6,5.7,11.1,999.9,59,46.9,0.01,999.9,0,565,28,24.3
3,2014,5,7,07/05/2014,51.6,38.3,1019.8,10,6.8,11.1,999.9,60.1,46,0,999.9,0,603,21,18.2
4,2014,5,8,08/05/2014,52,43.4,1022.3,9.6,7.5,12,999.9,62.1,46,0,999.9,0,596,21,18.2
5,2014,5,9,09/05/2014,51.5,44.5,1022.6,8.7,6.7,14,999.9,55.9,44.6,0,999.9,1,584,28,24.3
3,2014,5,14,14/05/2014,51.2,44.3,1026.5,10,9.8,15,999.9,59,45,0,999.9,0,638,16,13.9
3,2014,5,21,21/05/2014,56.3,47.6,1014.9,10,6,9.9,999.9,68,45,0,999.9,0,575,22,19.1
4,2014,5,22,22/05/2014,50.3,46.2,1013.1,8.6,6,13,999.9,57,46,0,999.9,1,593,0,0
7,2014,5,25,25/05/2014,53.7,44.4,1018.2,10,5.4,8.9,999.9,59,48,0,999.9,0,472,0,0
5,2014,5,30,30/05/2014,49.7,42.2,1019.4,10,5.7,9.9,999.9,57.9,41,0,999.9,0,650,0,0
1,2014,6,2,02/06/2014,57.4,46.6,1022.9,10,6.8,14,999.9,68,48,0,999.9,0,643,24,20.9
2,2014,6,3,03/06/2014,58.2,47.9,1016.6,10,8.8,15,999.9,69.1,46.9,0,999.9,0,663,25,21.7
3,2014,6,4,04/06/2014,55.2,51.2,1011.4,7.6,8.3,12,999.9,64.9,51.1,0,999.9,1,582,18,15.6
6,2014,6,7,07/06/2014,65.6,54,1012.5,9.9,8.6,12,999.9,73.9,57,0,999.9,0,623,,0
7,2014,6,8,08/06/2014,64.9,55.5,1013.2,9.8,4.8,8,999.9,77,55.9,0,999.9,0,516,23,20
1,2014,6,9,09/06/2014,61.2,57,1015.2,7.1,5.6,9.9,999.9,68,55,0,999.9,1,528,,0
2,2014,6,10,10/06/2014,63.8,60.7,1015.8,8.7,5.6,8.9,999.9,66.9,61,0.03,999.9,0,569,,0
6,2014,6,14,14/06/2014,66.5,63.8,1009.7,4.8,5.7,11.1,999.9,75.9,62.1,0.26,999.9,1,613,31,26.9
2,2014,6,17,17/06/2014,62.5,55.2,1019,10,8.2,12,999.9,73,57.9,0,999.9,0,666,,0
4,2014,6,19,19/06/2014,67.3,61.5,1013.6,9.7,6.5,9.9,999.9,72,63.7,0,999.9,0,675,,0
5,2014,6,20,20/06/2014,64.6,48.8,1013.2,9.8,6,11.1,999.9,73,52,0.08,999.9,0,765,18,15.6
6,2014,6,21,21/06/2014,59.9,46.2,1013.9,10,5.1,12,999.9,73,48,0,999.9,0,557,,0
7,2014,6,22,22/06/2014,63.2,49.2,1014.6,9.9,6,11.1,999.9,73,48,0,999.9,0,477,18,15.6
1,2014,6,23,23/06/2014,62.1,50.3,1019.7,10,4.1,9.9,999.9,73,52,0,999.9,0,644,22,19.1
2,2014,6,24,24/06/2014,60,51.9,1022,10,5.3,12,999.9,66.9,53.1,0,999.9,0,632,31,26.9
3,2014,6,25,25/06/2014,66.8,61.6,1017,9.9,8.3,13,999.9,73.9,61,0,999.9,0,646,30,26.1
6,2014,6,28,28/06/2014,62.2,51.9,1024.1,9.5,4.8,8,999.9,72,52,0.02,999.9,0,611,21,18.2
