day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions,mph,knots
6,2018,9,29,29/09/2018,62.3,56.3,1020,9.8,6.6,13,999.9,72,53.1,0.23,999.9,0,604,,0
7,2018,9,30,30/09/2018,61,53.5,1025.6,9.7,4.7,8.9,999.9,72,51.1,0,999.9,1,510,20,17.4
1,2018,10,1,01/10/2018,62,56.1,1026.4,10,5.4,12,999.9,70,51.1,0,999.9,0,583,20,17.4
2,2018,10,2,02/10/2018,64.7,62.1,1022.8,9.5,6.6,11.1,999.9,71.1,52,0,999.9,0,613,26,22.6
3,2018,10,3,03/10/2018,64.4,62.3,1017,7.7,9.4,19,999.9,71.1,59,0.71,999.9,0,778,,0
4,2018,10,4,04/10/2018,60,57.1,1017.6,9.6,5.7,13,999.9,69.1,55.9,0.04,999.9,0,717,,0
6,2018,10,6,06/10/2018,55.5,46.3,1023,10,6,9.9,999.9,66.9,46,0,999.9,0,544,,0
7,2018,10,7,07/10/2018,64.4,59.6,1022.3,8,8.6,13,999.9,69.1,46,0,999.9,0,529,,0
2,2018,10,9,09/10/2018,63.1,59,1027.5,10,8.6,11.1,999.9,70,57,0,999.9,0,628,,0
3,2018,10,10,10/10/2018,66.2,64.9,1021.4,3.9,9.1,13,999.9,72,57.9,0,999.9,1,708,,0
2,2018,10,23,23/10/2018,51.5,43.7,1019.6,9.9,8,15,999.9,59,36,0.01,999.9,0,681,25,21.7
4,2018,11,1,01/11/2018,58,54.7,1013.2,7.6,11.1,15,999.9,62.1,54,0,999.9,0,696,,0
7,2018,11,18,18/11/2018,41.7,29.3,1025.8,10,6.7,11.1,999.9,44.1,35.1,0,999.9,0,470,,0
1,2018,11,19,19/11/2018,46.7,41,1021,10,5,8.9,999.9,54,37.9,0,999.9,0,697,,0
6,2018,12,1,01/12/2018,38.3,31.9,1020.3,9.9,5.7,8.9,999.9,44.1,33.1,0,999.9,0,601,,0
3,2018,12,5,05/12/2018,31.6,20.6,1017.3,10,7,15,999.9,46.9,24.1,0,999.9,0,652,28,24.3
1,2018,12,10,10/12/2018,35.5,23.8,1018.4,10,10.1,18.1,999.9,43,25,0,999.9,0,651,16,13.9
2,2018,12,11,11/12/2018,32,22.9,1019.5,10,4.5,8.9,999.9,43,25,0,999.9,0,707,23,20
5,2018,12,14,14/12/2018,37.9,32.3,1033,10,6.2,11.1,999.9,46,23,0,999.9,0,841,,0
4,2018,12,20,20/12/2018,38.6,34.4,1020.2,9.6,5,7,999.9,48,21,0,999.9,0,806,,0
1,2018,12,24,24/12/2018,35.2,29.1,1017.2,9.5,4.9,12,999.9,39.9,28.9,0,999.9,0,580,26,22.6
1,2018,12,31,31/12/2018,32,23.7,1027.4,10,5.2,14,999.9,43,21,0,999.9,0,622,24,20.9
2,2019,1,8,08/01/2019,36.3,30.8,1025.7,6.7,9.3,19,999.9,46.9,21.9,0,999.9,1,571,,0
2,2019,1,15,15/01/2019,29.4,18.7,1017.5,10,7.4,13,999.9,35.1,21.9,0,999.9,0,618,,0
5,2019,1,18,18/01/2019,33.2,28.1,1023,8.3,6.8,13,999.9,39.9,23,0,999.9,0,596,,0
3,2019,1,23,23/01/2019,31.6,23.8,1029.6,9.4,8.3,13,999.9,42.1,8.1,0,999.9,0,553,,0
7,2019,1,27,27/01/2019,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,445,30,26.1
2,2019,1,29,29/01/2019,33.8,23.7,1016.7,10,9.6,14,999.9,42.1,30,0,999.9,0,681,24,20.9
1,2019,2,4,04/02/2019,39.7,36.7,1019.4,7.5,7.3,9.9,999.9,48.9,28,0,999.9,0,651,0,0
2,2019,2,5,05/02/2019,43,42.1,1014.2,3,4.8,9.9,999.9,50,34,0,999.9,1,570,,0
5,2019,2,22,22/02/2019,38.3,26.1,1022.3,10,8.7,14,999.9,46,30.9,0.2,999.9,0,546,22,19.1
6,2019,2,23,23/02/2019,34.8,27.7,1030.2,10,4.9,8.9,999.9,43,30,0,999.9,0,439,,0
5,2019,3,1,01/03/2019,26.7,18.2,1026.9,10,4,7,999.9,35.1,16,0,999.9,0,711,,0
7,2019,3,3,03/03/2019,34.5,29.2,1018.5,10,5.7,15.9,999.9,42.1,26.1,0.73,999.9,0,503,,0
6,2019,3,9,09/03/2019,35.1,22.7,1025.1,10,7.4,12,999.9,44.1,19.9,0,999.9,0,523,,0
3,2019,3,13,13/03/2019,34.5,22.8,1026,10,6.7,11.1,999.9,44.1,26.1,0,999.9,0,562,,0
4,2019,3,14,14/03/2019,39,33.6,1026.2,10,7.2,11.1,999.9,46,28,0,999.9,0,611,26,22.6
3,2019,3,20,20/03/2019,36.9,27.1,1029.5,10,6.7,8.9,999.9,44.1,24.1,0,999.9,0,584,,0
1,2019,3,25,25/03/2019,42.5,32.5,1016.8,9.8,11,17.1,999.9,48,32,0,999.9,0,526,30,26.1
4,2019,3,28,28/03/2019,36.3,27.9,1031.6,10,9.1,14,999.9,45,26.1,0,999.9,0,644,16,13.9
5,2019,3,29,29/03/2019,44.4,40.2,1022.1,10,11.7,15.9,999.9,51.1,28,0,999.9,0,563,,0
6,2019,3,30,30/03/2019,46.1,42.4,1020.5,9.4,7.7,15.9,999.9,54,36,0,999.9,0,516,33,28.7
6,2019,4,6,06/04/2019,46.3,41.2,1022.7,9.2,10.3,17.1,999.9,60.1,36,0.07,999.9,0,587,,0
7,2019,4,7,07/04/2019,45.3,39.4,1023.5,10,7.4,11.1,999.9,60.1,37.9,0.01,999.9,0,487,,0
1,2019,4,8,08/04/2019,46.2,45.3,1016.8,5.9,8.4,18.1,999.9,50,37.9,0,999.9,1,594,26,22.6
5,2019,4,12,12/04/2019,43.8,35.3,1027,10,8.4,13,999.9,48,35.1,0,999.9,0,688,31,26.9
7,2019,4,14,14/04/2019,50.8,48.7,1014.4,2.7,7.7,13,999.9,68,45,0.04,999.9,1,457,24,20.9
1,2019,4,22,22/04/2019,52.1,51.5,1017.3,2.3,7.3,14,999.9,57.9,48,0.03,999.9,1,522,,0
3,2019,4,24,24/04/2019,51.5,47.2,1007.2,8,9.8,15,999.9,66,44.1,0.03,999.9,0,515,26,22.6
4,2019,4,25,25/04/2019,47.7,40.9,1013.3,9.9,5.6,8.9,999.9,66,39.9,0.02,999.9,0,518,18,15.6
2,2019,4,30,30/04/2019,45.6,40.5,1024.6,8.3,7.6,13,999.9,54,42.1,0.31,999.9,0,587,,0
3,2019,5,1,01/05/2019,46.9,39.2,1030,10,4.7,8.9,999.9,55,39.9,0,999.9,0,599,,0
4,2019,5,2,02/05/2019,49.4,46.5,1022.4,8.2,10.6,14,999.9,55.9,39.9,0.01,999.9,1,668,22,19.1
5,2019,5,3,03/05/2019,47.3,44.1,1022.8,7.8,9.2,15.9,999.9,55.9,44.1,0,999.9,1,651,,0
6,2019,5,4,04/05/2019,51.3,50.5,1012.8,4.3,6.4,13,999.9,60.1,44.1,0.08,999.9,1,553,22,19.1
2,2019,5,7,07/05/2019,48.3,42.8,1021.2,10,7.8,13,999.9,55.9,37,0.25,999.9,0,647,22,19.1
4,2019,5,16,16/05/2019,53.3,47.6,1010.2,10,8.2,13,999.9,64,43,0,999.9,0,642,20,17.4
5,2019,5,17,17/05/2019,52.3,49.6,1010.8,8.4,8.4,15,999.9,64,46,0,999.9,0,726,22,19.1
6,2019,5,18,18/05/2019,56.7,46.7,1011.9,8.9,9.2,17.1,999.9,64.9,48,0.08,999.9,0,649,,0
7,2019,5,19,19/05/2019,52,47.3,1020.1,10,9.7,15.9,999.9,64.9,45,0,999.9,0,547,30,26.1
4,2019,5,23,23/05/2019,52.5,45.6,1022.9,10,10.5,17.1,999.9,61,46,0,999.9,0,722,23,20
4,2019,5,30,30/05/2019,51.3,48.8,1009.2,8.5,6.4,13,999.9,57.2,48.2,0.42,999.9,1,625,,0
6,2019,6,1,01/06/2019,55.3,53.2,1010.9,6.2,6,13,999.9,72,48.9,0.15,999.9,1,557,,0
7,2019,6,2,02/06/2019,56.9,54.7,1008,5.1,6.9,11.1,999.9,64.9,52,0,999.9,1,515,33,28.7
5,2019,6,7,07/06/2019,59.8,55.3,1012.6,9.8,4.8,8.9,999.9,72,51.1,0.22,999.9,0,734,,0
7,2019,6,9,09/06/2019,57.7,43.7,1026.7,10,5.3,8.9,999.9,69.1,45,0,999.9,0,526,,0
1,2019,6,10,10/06/2019,59.4,53.6,1022.9,10,10.5,14,999.9,66.9,45,0,999.9,0,613,25,21.7
3,2019,6,12,12/06/2019,62.9,51.9,1019.8,10,8.2,15,999.9,73.9,57,0.57,999.9,0,686,23,20
6,2019,6,15,15/06/2019,62.7,55.1,1018,10,11.3,17.1,999.9,70,57,0,999.9,0,620,29,25.2
1,2019,6,17,17/06/2019,66,60.9,1014.3,8.1,6.3,12,999.9,72,59,0,999.9,1,552,,0
2,2019,6,18,18/06/2019,60.4,58.8,1015.1,5.7,5.2,8.9,999.9,64,55.9,0.02,999.9,1,721,,0
3,2019,6,19,19/06/2019,62.3,59.6,1011.6,6.7,6.8,9.9,999.9,69.1,57.9,0.32,999.9,1,591,,0
4,2019,6,20,20/06/2019,61,59.3,1003.1,3,8.1,12,999.9,64,57,0.12,999.9,1,697,25,21.7
2,2019,6,25,25/06/2019,61.5,59.5,1013.4,6,8.5,12,999.9,79,57.9,0,999.9,1,662,,0
3,2019,6,26,26/06/2019,67.3,64,1014.7,8.1,7.9,13,999.9,73.9,57.9,0.6,999.9,0,803,20,17.4
4,2019,6,27,27/06/2019,61.4,60.1,1019.2,5.6,4.2,8.9,999.9,73.9,57,0.13,999.9,1,734,,0
5,2019,6,28,28/06/2019,66.8,62.9,1020.2,6.3,4.4,8,999.9,80.1,57,0,999.9,1,753,,0
6,2019,6,29,29/06/2019,65.8,63.5,1017.4,7.9,7.6,14,999.9,80.1,57.9,0,999.9,1,660,22,19.1
7,2019,6,30,30/06/2019,69.3,63.3,1006,8.3,9.4,15,999.9,77,61,0,999.9,0,569,32,27.8
2,2019,7,2,02/07/2019,67.9,63.1,1009,10,9.1,14,999.9,75,62.1,0,999.9,0,591,,0
3,2019,7,3,03/07/2019,70.2,65.1,1009.9,9.2,5,8.9,999.9,80.1,59,0,999.9,0,654,,0
4,2019,7,4,04/07/2019,66.6,63.7,1017.9,6.3,3.7,8.9,999.9,80.1,59,0,999.9,1,394,20,17.4
5,2019,7,5,05/07/2019,66.1,64.7,1021.4,4.7,3.9,8,999.9,75.9,59,0,999.9,1,542,21,18.2
6,2019,7,6,06/07/2019,68.9,67.6,1013.9,1.5,7.5,12,999.9,73.9,59,0,999.9,1,471,25,21.7
1,2019,7,8,08/07/2019,64.9,56.7,1014.7,10,4.2,7,999.9,75,54,0,999.9,0,592,,0
2,2019,7,9,09/07/2019,69,61.7,1015.8,9.7,6.5,11.1,999.9,80.1,54,0,999.9,0,661,17,14.8
3,2019,7,10,10/07/2019,71.5,65.8,1016.8,7.3,6.4,9.9,999.9,84.9,60.1,0,999.9,1,553,22,19.1
4,2019,7,11,11/07/2019,66.8,65.7,1015.9,2.2,5.8,11.1,999.9,84.9,64,0,999.9,1,658,25,21.7
6,2019,7,13,13/07/2019,71.9,67.1,1010.7,8.1,7.5,14,999.9,80.1,66,0.28,999.9,1,558,,0
7,2019,7,14,14/07/2019,71.8,68.1,1011.9,7.9,9.6,14,999.9,79,66,0,999.9,1,497,24,20.9
1,2019,7,15,15/07/2019,73.1,63,1015,10,9.1,14,999.9,79,66.9,0,999.9,0,637,18,15.6
2,2019,7,16,16/07/2019,70.3,65.9,1017.6,8.7,5.3,8.9,999.9,79,60.1,0,999.9,1,658,22,19.1
4,2019,7,18,18/07/2019,71.4,71,1013.2,2,4.9,9.9,999.9,73.9,69.1,0,999.9,1,620,26,22.6
5,2019,7,19,19/07/2019,69.2,67.7,1011.4,4.7,8.1,15,999.9,77,64.9,99.99,999.9,1,666,23,20
6,2019,7,20,20/07/2019,76.2,72.3,1009.2,6.1,9.1,12,999.9,87.1,64.9,0,999.9,1,586,26,22.6
7,2019,7,21,21/07/2019,76.7,72.4,1007.5,6.7,10.7,13,999.9,87.1,70,0,999.9,0,477,,0
1,2019,7,22,22/07/2019,76.5,70.8,1009.8,9.5,7,12,999.9,87.1,69.1,0,999.9,0,641,17,14.8
4,2019,7,25,25/07/2019,69.5,61.4,1017.7,10,5.8,12,999.9,78.1,61,0,999.9,0,605,,0
5,2019,7,26,26/07/2019,67.1,58.9,1024,9.4,3.4,8.9,999.9,78.1,59,0,999.9,1,650,,0
6,2019,7,27,27/07/2019,67.1,58.1,1025.2,10,4.9,8.9,999.9,75.9,55.9,0,999.9,0,602,23,20
7,2019,7,28,28/07/2019,66.9,62.9,1020.3,9.6,7.3,15,999.9,75.9,55.9,0,999.9,0,527,20,17.4
1,2019,7,29,29/07/2019,72.8,69.7,1015.9,8.9,9.3,13,999.9,80.1,59,0,999.9,0,649,24,20.9
2,2019,7,30,30/07/2019,73,71.1,1016.3,6.6,7.8,12,999.9,80.1,69.1,0,999.9,1,638,24,20.9
3,2019,7,31,31/07/2019,72.9,70.9,1017.2,5.6,7,12,999.9,79,68,0,999.9,1,604,,0
4,2019,8,1,01/08/2019,74.3,70.3,1017.3,5.9,6,9.9,999.9,82.9,68,0,999.9,1,618,,0
5,2019,8,2,02/08/2019,71.6,64.1,1019.8,7.4,4.7,8.9,999.9,82.9,60.1,0,999.9,1,610,17,14.8
6,2019,8,3,03/08/2019,70.3,66.6,1018,10,6.3,9.9,999.9,80.1,60.1,0,999.9,0,566,20,17.4
7,2019,8,4,04/08/2019,73.3,70.4,1012.6,9.9,7.9,11.1,999.9,78.1,60.1,0,999.9,0,499,,0
1,2019,8,5,05/08/2019,70.2,62.3,1014.4,9.9,6.9,14,999.9,78.1,64,0,999.9,0,616,21,18.2
2,2019,8,6,06/08/2019,68.9,65.5,1013.4,9.8,7.2,9.9,999.9,77,63,0,999.9,0,551,16,13.9
3,2019,8,7,07/08/2019,70.2,66.6,1012,10,7.2,13,999.9,78.1,61,0,999.9,0,608,30,26.1
5,2019,8,9,09/08/2019,73.7,67.3,1006.1,8.9,10.4,15.9,999.9,78.1,69.1,0,999.9,0,645,20,17.4
1,2019,8,12,12/08/2019,71.2,63.9,1014.3,10,9.3,14,999.9,78.1,63,0,999.9,0,586,18,15.6
2,2019,8,13,13/08/2019,71.2,68.7,1011.2,7.9,8.4,12,999.9,78.1,66,99.99,999.9,0,469,17,14.8
3,2019,8,14,14/08/2019,71.1,68.7,1009.9,8.6,6.8,12,999.9,75.9,66,99.99,999.9,0,537,,0
5,2019,8,16,16/08/2019,66.6,64.4,1017.6,7.8,7,11.1,999.9,73.9,62.1,0,999.9,1,523,21,18.2
6,2019,8,17,17/08/2019,67.5,65.3,1017.6,3.8,7.1,11.1,999.9,77,62.1,0,999.9,1,533,,0
7,2019,8,18,18/08/2019,71.2,69.7,1016.4,4.2,4,9.9,999.9,79,62.1,0,999.9,1,481,25,21.7
1,2019,8,19,19/08/2019,73.3,72.1,1015.6,3.5,6.3,9.9,999.9,80.1,68,0,999.9,1,563,25,21.7
2,2019,8,20,20/08/2019,75.5,68.2,1017,10,6.8,9.9,999.9,82.9,66.9,0,999.9,0,574,20,17.4
4,2019,8,22,22/08/2019,74.6,72.8,1011.5,7.2,8.1,13,999.9,80.1,66,0,999.9,1,587,46,40
5,2019,8,23,23/08/2019,72,65.8,1013.2,9.4,7.2,13,999.9,80.1,66.9,0,999.9,0,569,,0
2,2019,8,27,27/08/2019,60.4,54.5,1019.4,10,4.7,8.9,999.9,70,50,0,999.9,0,529,17,14.8
5,2019,8,30,30/08/2019,68,63.3,1015.6,9.2,7.9,14,999.9,75,57.9,0,999.9,0,630,28,24.3
6,2019,8,31,31/08/2019,70.3,60.1,1020.7,9.1,5.3,8.9,999.9,79,57.9,0,999.9,1,502,,0
7,2019,9,1,01/09/2019,63.8,56.6,1026.5,10,6.9,9.9,999.9,79,55.9,0,999.9,0,473,22,19.1
1,2019,9,2,02/09/2019,64.9,60.9,1021.2,10,6.4,9.9,999.9,73,55.9,0,999.9,0,427,26,22.6
2,2019,9,3,03/09/2019,70,65.8,1016.3,8.9,6.8,13,999.9,75,57.9,99.99,999.9,1,652,20,17.4
3,2019,9,4,04/09/2019,66.6,64.8,1015.1,6.6,7.7,12,999.9,77,57.9,0,999.9,1,600,25,21.7
7,2019,9,8,08/09/2019,66,58,1014.1,10,10.5,14,999.9,71.1,59,0,999.9,0,462,,0
1,2019,9,9,09/09/2019,63.9,58.4,1023.2,9.8,4.5,8.9,999.9,72,57,0,999.9,0,603,,0
2,2019,9,10,10/09/2019,62.8,57.5,1027.3,10,6.2,8.9,999.9,72,57,0,999.9,0,605,20,17.4
3,2019,9,11,11/09/2019,68.3,64.1,1022.3,10,10.2,15,999.9,73.9,57.9,0,999.9,0,624,23,20
6,2019,9,14,14/09/2019,60.7,54.2,1028.6,10,10.4,15.9,999.9,69.1,52,0,999.9,0,488,26,22.6
7,2019,9,15,15/09/2019,68.2,65.3,1020.4,8.8,8.2,12,999.9,75,52,0.02,999.9,0,604,,0
1,2019,9,16,16/09/2019,65.4,58.5,1016.8,9.6,7.4,14,999.9,75,57,0,999.9,0,620,,0
5,2019,9,20,20/09/2019,58.8,50.6,1022.2,10,6.6,12,999.9,69.1,45,0,999.9,0,688,,0
6,2019,9,21,21/09/2019,67,59.2,1021.2,9.9,6.5,11.1,999.9,75.9,60.1,0,999.9,0,577,,0
7,2019,9,22,22/09/2019,64.6,62.1,1021,6.4,6.5,11.1,999.9,78.1,57,0,999.9,1,515,,0
4,2019,9,26,26/09/2019,64.7,61.4,1010.9,9.9,8,13,999.9,72,57,0,999.9,0,645,26,22.6
6,2019,9,28,28/09/2019,63.8,59.3,1020.9,10,8.2,12,999.9,70,54,0,999.9,0,532,,0
1,2019,9,30,30/09/2019,56.3,48.8,1026.3,10,7.8,13,999.9,72,48,0,999.9,0,435,,0
2,2019,10,1,01/10/2019,59.4,53.9,1020.6,10,8.4,14,999.9,66.9,48,0,999.9,0,454,22,19.1
7,2019,10,6,06/10/2019,52,46.1,1029.5,10,7.2,15.9,999.9,64.9,37,0,999.9,0,435,29,25.2
1,2019,10,7,07/10/2019,66.9,61.7,1023.9,10,12.9,15.9,999.9,71.1,64.9,0,999.9,0,575,25,21.7
7,2019,10,13,13/10/2019,57.6,53.3,1016.5,9.6,6,13,999.9,64.9,50,0.02,999.9,0,441,22,19.1
1,2019,10,14,14/10/2019,57.7,55.9,1015.7,7.1,6.5,12,999.9,66.9,48,0.25,999.9,1,400,25,21.7
7,2019,10,20,20/10/2019,49.3,44.1,1018.2,10,3.9,9.9,999.9,59,39,0,999.9,0,500,,0
4,2019,10,24,24/10/2019,55.5,45.3,1023.6,10,6.7,11.1,999.9,68,43,0.24,999.9,0,613,28,24.3
5,2019,10,25,25/10/2019,55.9,51.1,1025.2,9.6,6,9.9,999.9,64,43,0,999.9,1,647,,0
2,2019,10,29,29/10/2019,55.1,49.4,1026.8,9.9,7.7,9.9,999.9,60.1,52,0,999.9,0,639,21,18.2
3,2019,10,30,30/10/2019,57.8,54.9,1025.6,8.4,7.9,13,999.9,64,53.1,0,999.9,0,595,,0
7,2019,11,3,03/11/2019,51,36.8,1016.8,10,7.5,12,999.9,55.9,36,0,999.9,0,479,22,19.1
1,2019,11,4,04/11/2019,48.1,30,1026.3,10,7.5,12,999.9,55.9,42.1,0,999.9,0,623,22,19.1
2,2019,11,5,05/11/2019,56.6,50.5,1025.2,9.6,11.5,15,999.9,62.1,42.1,0.01,999.9,0,440,17,14.8
4,2019,11,7,07/11/2019,51.4,42.7,1023.4,9.8,7.8,17.1,999.9,60.1,35.1,0,999.9,0,669,24,20.9
7,2019,11,10,10/11/2019,48.3,37.2,1019.5,10,8.8,17.1,999.9,54,32,0,999.9,0,457,18,15.6
1,2019,11,11,11/11/2019,51.5,43.4,1019,10,7.7,14,999.9,59,37.9,0,999.9,0,481,,0
2,2019,11,26,26/11/2019,46.5,42.5,1015.7,10,5.4,9.9,999.9,55.9,35.1,0,999.9,1,702,,0
3,2019,11,27,27/11/2019,48.5,46,1016.5,6,6,17.1,999.9,55.9,35.1,0,999.9,1,561,39,33.9
6,2019,12,21,21/12/2019,33.3,25.6,1035.1,10,5.2,8.9,999.9,39.9,19.9,0,999.9,0,520,,0
7,2019,12,22,22/12/2019,41.3,34.9,1026.8,9.6,9.1,15,999.9,46.9,28.9,0,999.9,0,510,,0
1,2019,12,23,23/12/2019,44.3,38.3,1017.8,7.5,11.4,15.9,999.9,50,37.9,0,999.9,0,593,23,20
3,2019,12,25,25/12/2019,35.6,28.9,1022.2,10,4.7,8,999.9,46.9,28,0,999.9,0,264,,0
4,2019,12,26,26/12/2019,35.9,30.3,1025.7,10,5.9,14,999.9,46.4,28.9,0,999.9,0,414,,0
5,2019,12,27,27/12/2019,40.1,35,1026.1,10,7.6,12,999.9,48,28.9,0,999.9,0,448,18,15.6
6,2019,12,28,28/12/2019,44.5,39.1,1019.1,9,9.1,14,999.9,48.2,37,0,999.9,0,355,17,14.8
7,2019,12,29,29/12/2019,38.4,30.4,1021.7,10,6.8,11.1,999.9,48,30.9,0,999.9,0,384,,0
5,2020,1,3,03/01/2020,45.8,42.9,1010.3,7,10.3,15,999.9,46.9,33.1,0,999.9,0,456,,0
6,2020,1,4,04/01/2020,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,353,29,25.2
1,2020,1,6,06/01/2020,33.5,24,1013.2,9.9,5.3,15,999.9,43,24.1,0.01,999.9,0,459,31,26.9
2,2020,1,7,07/01/2020,39,26.6,1016.6,10,8,13,999.9,43,24.1,0,999.9,0,408,,0
1,2020,1,13,13/01/2020,42.5,37,1029.6,9.5,9.2,13,999.9,57,39.9,0.01,999.9,0,476,,0
2,2020,1,14,14/01/2020,41.5,37.7,1026.2,8.8,5.3,8.9,999.9,44.1,37.9,0,999.9,0,497,,0
2,2020,1,21,21/01/2020,27.8,15.2,1026.8,10,11.5,15.9,999.9,34,21.9,0,999.9,0,556,,0
3,2020,1,22,22/01/2020,27.1,14.3,1029.8,10,4.2,8.9,999.9,34,17.1,0,999.9,0,489,,0
4,2020,1,23,23/01/2020,32.3,26.5,1029.2,9.7,4.7,11.1,999.9,45,17.1,0,999.9,0,451,,0
5,2020,1,24,24/01/2020,37.3,33.7,1028.5,6.5,3.3,8,999.9,46,19.9,0,999.9,1,524,,0
4,2020,1,30,30/01/2020,31.6,19.4,1023.4,10,9.4,15,999.9,37,21.9,0,999.9,0,525,,0
5,2020,1,31,31/01/2020,29.8,22.3,1027.4,10,3.3,8.9,999.9,39.9,19,0,999.9,0,518,,0
6,2020,2,1,01/02/2020,39.7,35.2,1015.9,9.9,7.2,12,999.9,44.1,37,0.04,999.9,0,409,,0
7,2020,2,2,02/02/2020,38.5,33,1000.4,9.3,7.9,12,999.9,42.1,35.6,0,999.9,0,391,21,18.2
2,2020,2,4,04/02/2020,42.2,39.4,1010.2,9.2,7.6,14,999.9,48,32,0,999.9,1,464,,0
7,2020,2,9,09/02/2020,33.1,21.6,1032.4,10,7.6,13,999.9,39.9,23,0,999.9,0,373,,0
2,2020,2,11,11/02/2020,44.1,42.8,1017.5,3.1,6,9.9,999.9,48.9,41,0.31,999.9,1,458,23,20
4,2020,2,13,13/02/2020,41.3,38,1010.6,7,7.9,17.1,999.9,45,37,0.45,999.9,0,504,32,27.8
1,2020,2,17,17/02/2020,38.5,29.4,1021.6,10,7.2,14,999.9,48,30.9,0,999.9,0,339,,0
7,2020,2,23,23/02/2020,39.9,33.7,1021.4,9.8,9.1,12,999.9,48,30,0,999.9,0,392,,0
1,2020,2,24,24/02/2020,41.1,36.7,1018.9,8.9,7.7,11.1,999.9,50,28.9,0,999.9,1,493,,0
2,2020,2,25,25/02/2020,44,41.8,1014.5,5.6,5.4,8.9,999.9,50,28.9,0.05,999.9,1,527,18,15.6
3,2020,2,26,26/02/2020,44.5,42.8,1013.9,4.7,7,12,999.9,48,42.1,0.08,999.9,1,449,20,17.4
1,2020,3,9,09/03/2020,44.7,38.2,1026.4,9.2,14.5,18.1,999.9,50,30,0,999.9,0,546,21,18.2
4,2020,3,12,12/03/2020,40.6,35.3,1022.1,9.1,7.5,13,999.9,51.1,30.9,0,999.9,0,456,,0
3,2020,3,18,18/03/2020,43.9,34.2,1028.4,10,8.3,11.1,999.9,52,36,0.49,999.9,0,298,24,20.9
5,2020,3,27,27/03/2020,47.6,36.5,1009,9.7,11.3,18.1,999.9,59,35.1,0.02,999.9,0,195,21,18.2
6,2020,3,28,28/03/2020,42.3,33,1020.4,9.9,5.8,9.9,999.9,59,30,0,999.9,0,183,,0
7,2020,4,5,05/04/2020,41.8,36.3,1017.5,10,6,8.9,999.9,50,35.1,0.01,999.9,0,94,,0
2,2020,4,7,07/04/2020,49,34.1,1011.6,10,10.1,15,999.9,57.9,41,0,999.9,0,130,26,22.6
3,2020,4,8,08/04/2020,46.5,43,1002.5,9.6,6.4,14,999.9,57.9,43,0.06,999.9,0,125,,0
7,2020,4,12,12/04/2020,45.9,31.8,1021.9,10,9,15,999.9,53.1,36,0,999.9,0,106,28,24.3
6,2020,4,25,25/04/2020,47.7,36.3,1015.2,10,7.8,15,999.9,59,39.9,0.48,999.9,0,152,21,18.2
3,2020,4,29,29/04/2020,46.9,35.8,1024.6,10,8.3,12,999.9,55,37,0.02,999.9,0,137,28,24.3
7,2020,5,3,03/05/2020,51.3,45.8,1009.7,9.3,10.3,15.9,999.9,61,46.9,0.04,999.9,0,167,20,17.4
5,2020,5,15,15/05/2020,54.1,50.2,1016.4,8.6,9.5,14,999.9,62.1,39.9,0.16,999.9,0,242,29,25.2
7,2020,5,17,17/05/2020,49.4,42.9,1025.8,10,7,11.1,999.9,54,41,0,999.9,0,171,21,18.2
1,2020,5,18,18/05/2020,52.5,45.9,1022.7,10,5.7,9.9,999.9,61,41,0,999.9,0,185,0,0
4,2020,5,21,21/05/2020,48.3,42.3,1029.6,9.6,6.3,13,999.9,57,36,0,999.9,0,212,16,13.9
5,2020,5,22,22/05/2020,57,52.1,1022,10,12,15.9,999.9,64,51.1,0,999.9,0,264,22,19.1
2,2020,5,26,26/05/2020,58.2,56,1022.9,5.8,4.6,8,999.9,69.1,50,0,999.9,1,224,,0
3,2020,5,27,27/05/2020,57.4,56.2,1024.4,2,5.6,8.9,999.9,69.1,53.1,0,999.9,1,239,,0
4,2020,5,28,28/05/2020,60.2,57.5,1024,6.6,8.4,13,999.9,66.9,53.1,0.01,999.9,1,209,31,26.9
2,2020,6,2,02/06/2020,57.1,46.6,1016,10,7.6,11.1,999.9,62.1,48.9,0,999.9,0,197,,0
3,2020,6,3,03/06/2020,59.2,56.3,1005.6,9.2,9.8,15,999.9,66.9,53.1,0.05,999.9,0,216,26,22.6
4,2020,6,4,04/06/2020,64.4,60.4,1009.3,9,8.9,13,999.9,73.9,55.9,0.03,999.9,0,245,23,20
5,2020,6,5,05/06/2020,60.4,58.9,1013.8,3.9,7.4,11.1,999.9,73.9,59,0,999.9,1,248,,0
6,2020,6,6,06/06/2020,61.2,59.5,1010.2,1.6,9.3,13,999.9,64.9,59,0.45,999.9,1,262,36,31.3
2,2020,6,9,09/06/2020,61.9,55.5,1013.6,10,6.5,8.9,999.9,73,55,0,999.9,0,251,22,19.1
3,2020,6,10,10/06/2020,60.3,56.9,1016.5,7,7.5,12,999.9,72,55.9,0,999.9,1,238,30,26.1
5,2020,6,12,12/06/2020,63.1,61.3,1018.6,3.2,7.9,13,999.9,70,59,0.04,999.9,1,277,,0
